,Unnamed: 0,user_id,song_id,listen_count,title,release,artist_name,year
4355,4355,133,230,2,Say Hello To The Angels,Say Hello To The Angels/NYC,Interpol,0
4356,4356,133,2867,1,Reptilia,Reptilia,The Strokes,2003
4357,4357,133,2918,5,The Downward Spiral,The Downward Spiral - Deluxe Edition,Nine Inch Nails,1994
4358,4358,133,771,1,Older Gods,Wu: The Story Of The Wu-Tang Clan,Wu-Tang Clan,1997
4359,4359,133,2919,6,Heresy,The Downward Spiral,Nine Inch Nails,1994
4360,4360,133,2920,8,Oh My God,Oh My God,Kaiser Chiefs,2004
4361,4361,133,2921,9,I Predict A Riot,I Predict A Riot,Kaiser Chiefs,2004
4362,4362,133,1705,3,Are You Gonna Be My Girl (Album Version),Get Born,JET,2003
4363,4363,133,774,2,Young Adult Friction,Young Adult Friction,The Pains Of Being Pure At Heart,2009
4364,4364,133,2922,1,I'm Going To Change The World,The Singles Plus,The Animals,1965
4365,4365,133,2923,1,All My Life,ONE BY ONE,Foo Fighters,2002
4366,4366,133,2924,2,PDA (E.P Version),Interpol EP,Interpol,0
4367,4367,133,2925,4,Dead Souls,The Downward Spiral - Deluxe Edition,Nine Inch Nails,1994
4368,4368,133,2926,1,Transparency,Workout Holiday,White Denim,2008
4369,4369,133,2927,5,A Warm Place,Natural Born Killers,Nine Inch Nails,1994
4370,4370,133,2928,9,Modern Way,Modern Way,Kaiser Chiefs,2005
4371,4371,133,2929,3,Plug In Baby,Plug In Baby,Muse,0
4372,4372,133,1051,2,The Pretender,Echoes_ Silence_ Patience & Grace,Foo Fighters,2007
4373,4373,133,2930,1,Go With The Flow,Go With The Flow,Queens Of The Stone Age,2002
4374,4374,133,2931,1,Big Me,Foo Fighters,Foo Fighters,1992
4375,4375,133,2932,1,No One Knows,I Am Angry,Queens Of The Stone Age,2002
4376,4376,133,2933,10,Everyday I Love You Less and Less,Employment,Kaiser Chiefs,2005
4377,4377,133,2934,1,Song For The Dead,Songs For The Deaf,Queens Of The Stone Age,2002
4378,4378,133,177,2,Never Let You Go,My Worlds,Justin Bieber,2010
4379,4379,133,2935,1,Cold Day In The Sun,In Your Honour,Foo Fighters,2005
4380,4380,133,640,1,Tighten Up,Tighten Up,The Black Keys,2010
4381,4381,133,128,1,Raining Again (Steve Angello's Vocal Mix),Hotel: The Remixes,Moby,2005
4382,4382,133,36,1,Generator,There Is Nothing Left To Lose,Foo Fighters,1999
4383,4383,133,2936,1,Pablo Picasso/Mary Lou (Live),Circus Live,John Cale,0
4384,4384,133,2937,1,Times Like These,ONE BY ONE,Foo Fighters,2002
4385,4385,133,2938,5,Just Like You Imagined,The Fragile,Nine Inch Nails,1999
4386,4386,133,2939,2,Le Corps de Notre Seigneur,Armenia Sacra: Liturgical Armenian Chants,Choeur Arménien de Sofia,0
4387,4387,133,2940,1,Helicopter,Grandma's Boy-Music from the Motion Picture,Bloc Party,2004
4388,4388,133,2941,1,You Think I Ain't Worth A Dollar_ But I Feel Like A Millionaire,Songs For The Deaf,Queens Of The Stone Age,2002
4389,4389,133,1538,1,Everlong,The Colour And The Shape (Special Edition),Foo Fighters,1992
4390,4390,133,1907,7,Light and space,Hypothetical,Threshold,2001
4391,4391,134,89,22,Undo,Vespertine Live,Björk,2001
4392,4392,134,92,5,You're The One,If There Was A Way,Dwight Yoakam,1990
4393,4393,134,96,6,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0
4394,4394,134,1138,3,Tive Sim,Nova Bis-Cartola,Cartola,1974
4395,4395,134,9,1,Sehr kosmisch,Musik von Harmonia,Harmonia,0
4396,4396,134,2942,2,Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto,Rachmaninov_ Piano Concerto No.3/ Saint-Saëns_ Piano Concerto No.2,Emil Gilels/Orchestre de la Société des Concerts du Conservatoire/André Cluytens,0
4397,4397,134,105,21,Revelry,Only By The Night,Kings Of Leon,2008
4398,4398,134,278,5,I CAN'T GET STARTED,It's The Time,Ron Carter,0
4399,4399,134,109,5,Ain't Misbehavin,Summertime,Sam Cooke,0
4400,4400,134,1467,1,It's My Life,Crush,Bon Jovi,2000
4401,4401,135,1509,3,Don't Cry (Original),Greatest Hits,Guns N' Roses,1991
4402,4402,135,1058,2,Seven Nation Army,Seven Nation Army,The White Stripes,2003
4403,4403,135,722,1,Do You Really Want To Hurt Me,This Time,Culture Club,1982
4404,4404,135,2943,3,This Ain't A Love Song,These Days,Bon Jovi,1995
4405,4405,135,2944,3,Ain't It Fun,Greatest Hits,Guns N' Roses,1993
4406,4406,135,2945,1,Waiting For A Girl Like You,Footloose (15th Anniversary Collectors' Edition),Foreigner,1981
4407,4407,135,2946,2,Father Of Mine,So Much For The Afterglow,Everclear,1997
4408,4408,135,1920,1,Luvstruck,Hard House Anthems,Southside Spinners,1999
4409,4409,135,60,1,Don't Dream It's Over,Recurring Dream_ Best Of Crowded House (Domestic Only),Crowded House,1986
4410,4410,135,2947,2,In These Arms,Keep The Faith,Bon Jovi,1992
4411,4411,135,2910,3,Lay Your Hands On Me,New Jersey: Special Edition,Bon Jovi,1988
4412,4412,135,1485,2,Endless Love,Ultimate Collection (Back To Front),Lionel Richie / Diana Ross,1997
4413,4413,135,2948,1,Yesterdays,Greatest Hits,Guns N' Roses,1991
4414,4414,135,2949,2,Epic,The Real Thing,Faith No More,1989
4415,4415,135,2950,2,Suspicious Minds,Discover Elvis Presley,Elvis Presley,1969
4416,4416,135,812,1,Tim McGraw,Taylor Swift,Taylor Swift,2006
4417,4417,135,1035,3,On The Other Hand (Album Version),Storms Of Life,Randy Travis,1986
4418,4418,135,115,2,Clocks,A Rush Of Blood To The Head,Coldplay,2002
4419,4419,135,302,1,American Idiot [feat. Green Day & The Cast Of American Idiot] (Album Version),The Original Broadway Cast Recording 'American Idiot' Featuring Green Day,Green Day,0
4420,4420,135,2951,1,Sympathy For The Devil,Greatest Hits,Guns N' Roses,1994
4421,4421,135,2952,1,Mama Kin,Lies / Appetite For Destruction,Guns N' Roses,1986
4422,4422,135,2953,2,Same Ol' Situation (S.O.S.),Motley Crue - Loud as Fuck,Mötley Crüe,1989
4423,4423,135,1043,1,Hotel California,Hotel California / Pretty Maids All In A Row [Digital 45],Eagles,1976
4424,4424,135,2954,1,Throw It In The Bag,Loso's Way,Fabolous / The-Dream,2009
4425,4425,135,2955,1,Bad Apples,Use Your Illusion I,Guns N' Roses,1991
4426,4426,135,2956,3,Do They Know It's Christmas?,Do They Know Its Christmas,Band Aid,1984
4427,4427,135,2957,2,14 Years,Use Your Illusion,Guns N' Roses,1991
4428,4428,135,2824,1,Burnout (Album Version),Dookie,Green Day,1994
4429,4429,135,1075,1,Far Away (Album Version),All The Right Reasons,Nickelback,2006
4430,4430,135,79,3,Missing You,Love To Love,John Waite,1984
4431,4431,135,1723,1,Never Gonna Be Alone (Album Version),Dark Horse,Nickelback,2008
4432,4432,135,1077,1,Livin' On A Prayer,Cross Road,Bon Jovi,1986
4433,4433,135,2958,1,The Way You Make Me Feel,HIStory - PAST_ PRESENT AND FUTURE - Book I,Michael Jackson,1987
4434,4434,135,2959,1,Brown Eyed Girl (2004 Digital Remaster),Ten Years Gone The Best Of Everclear 1994-2004,Everclear,0
4435,4435,135,2960,2,Patience,G N' R Lies,Guns N' Roses,1988
4436,4436,135,236,5,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),Catch You Baby,Lonnie Gordon,0
4437,4437,135,2961,1,Used To Love Her,G N' R Lies,Guns N' Roses,1988
4438,4438,135,2962,1,Bizarre Love Triangle,Brotherhood [Collector's Edition],New Order,1986
4439,4439,135,1085,1,Black,Ten,Pearl Jam,1991
4440,4440,135,2963,1,Give Me Novacaine [feat. Green Day & The Cast Of American Idiot] (Album Version),The Original Broadway Cast Recording 'American Idiot' Featuring Green Day,Green Day,0
4441,4441,135,2964,1,Everything About You,The Collection,Ugly Kid Joe,1991
4442,4442,135,2965,2,Dollhouse,Serpentine Gallery - Deluxe 2005 Edition,Switchblade Symphony,1995
4443,4443,135,2966,1,What I've Done (Album Version),What I've Done,Linkin Park,2007
4444,4444,135,2967,1,Oh_ Susannah (LP Version),Sweet Baby James,James Taylor,0
4445,4445,135,2968,3,The Garden,Use Your Illusion I,Guns N' Roses,1991
4446,4446,135,2969,2,Three Times A Lady,Encore,Lionel Richie,2002
4447,4447,135,1513,3,You're Crazy,G N' R Lies,Guns N' Roses,1987
4448,4448,135,2970,1,Street Of Dreams,Chinese Democracy,Guns N' Roses,2008
4449,4449,135,2971,3,Poison,20th Century Masters: The Millennium Collection: Best of Bel Biv DeVoe,Bell Biv DeVoe,1990
4450,4450,135,2972,3,Out Ta Get Me,Appetite For Destruction,Guns N' Roses,1987
4451,4451,135,2973,2,Rocket Queen,Live Era '87-'93,Guns N' Roses,1987
4452,4452,135,2974,1,Dr. Feelgood,Motley Crue / Rock Legends,Mötley Crüe,1989
4453,4453,135,1091,1,How You Remind Me,FETENHITS - New Party Rock (set),Nickelback,2000
4454,4454,135,2975,2,Think About You,Appetite For Destruction,Guns N' Roses,1987
4455,4455,135,1366,3,Eye Of The Tiger,Happy New Year!,Survivor,0
4456,4456,135,2976,1,#40,Listener Supported,DAVE MATTHEWS BAND,1999
4457,4457,135,2977,2,One In A Million,G N' R Lies,Guns N' Roses,1988
4458,4458,135,2978,2,Another Day In Paradise,Hits,Phil Collins,1989
4459,4459,135,955,1,Sample Track 2,Dance & Hip Hop Breaks,Simon Harris,0
4460,4460,135,1616,2,Live And Let Die,Use Your Illusion,Guns N' Roses,1991
4461,4461,135,2979,1,It's So Easy,Appetite For Destruction,Guns N' Roses,1987
4462,4462,135,2980,1,T-R-O-U-B-L-E,T-R-O-U-B-L-E / Leave My Girl Alone [Digital 45],Travis Tritt,1992
4463,4463,135,2981,1,My Michelle,Appetite For Destruction,Guns N' Roses,1987
4464,4464,135,2982,2,Dead Horse,Use Your Illusion I,Guns N' Roses,1991
4465,4465,135,2983,2,Oops!...I Did It Again,The Singles Collection,Britney Spears,2000
4466,4466,135,2984,1,Reckless Life,Lies / Appetite For Destruction,Guns N' Roses,1986
4467,4467,135,521,2,Thriller,The Essential Michael Jackson,Michael Jackson,1982
4468,4468,135,2985,1,Hello,Ultimate Collection (Back To Front),Lionel Richie,1983
4469,4469,135,1515,1,If He Should Break Your Heart,Trial By Fire,Journey,1996
4470,4470,135,316,4,Rianna,The Update Collection Vol. 2,Fisher,0
4471,4471,135,317,1,I Kissed A Girl,One Of The Boys (iTunes Exclusive),Katy Perry,2008
4472,4472,135,66,2,Mr. Jones,Films About Ghosts (The Best Of Counting Crows),Counting Crows,1991
4473,4473,135,2986,2,So Fine,Use Your Illusion II,Guns N' Roses,1991
4474,4474,135,2987,2,You Give Love A Bad Name,Slippery When Wet: Special Edition,Bon Jovi,1986
4475,4475,135,1629,3,One Way Ticket [Radio Edit],One Way Ticket,The Darkness,2005
4476,4476,135,2988,12,Smokin' In The Boys Room,Colour Collection,Mötley Crüe,1985
4477,4477,135,69,2,We Don't Stop (Explicit),My Balls And My Word (Explicit),Young Bleed,0
4478,4478,135,2989,5,Wot,Total 80s,Captain Sensible,1982
4479,4479,135,2990,2,Who Wants To Live Forever (With Commentary),Absolute Greatest (Includes track by track commentary),Queen,2009
4480,4480,135,1209,2,New Divide (Album Version),Transformers: Revenge Of The Fallen The Album,Linkin Park,2009
4481,4481,135,2991,1,One Sweet Day,Greatest Hits,Mariah Carey feat. Boyz II Men,1995
4482,4482,135,1105,1,In The End (Album Version),Hybrid Theory,Linkin Park,2000
4483,4483,135,2992,6,Brave The Elements,Brave The Elements - EP,Colossal,0
4484,4484,135,1106,2,Paradise City,Greatest Hits,Guns N' Roses,1987
4485,4485,135,2993,2,Inside The Fire (Album Version),Inside The Fire,Disturbed,0
4486,4486,135,1051,1,The Pretender,Echoes_ Silence_ Patience & Grace,Foo Fighters,2007
4487,4487,135,2463,1,No Remorse,Kill 'Em All,Metallica,1983
4488,4488,135,2994,2,Let My Love Open The Door (Underdog Album Version),Underdog,Audio Adrenaline,1999
4489,4489,135,2995,2,Pass The Dutchie,True School Party,Musical Youth,1982
4490,4490,135,2996,1,Mony Mony (Downtown Mix),Original Hits - Pub Jukebox,Billy Idol,1985
4491,4491,135,29,2,The Middle,Bleed American,Jimmy Eat World,2001
4492,4492,135,891,1,Alejandro,The Fame Monster,Lady GaGa,2009
4493,4493,135,2828,2,In The End (Album Version),Dookie,Green Day,1994
4494,4494,135,2997,1,Kokoro - Angel Heart (album mix),Kaze no Uta wo Kike,Original Love,0
4495,4495,135,2998,2,St. Jimmy [feat. Green Day & The Cast Of American Idiot] (Album Version),The Original Broadway Cast Recording 'American Idiot' Featuring Green Day,Green Day,0
4496,4496,135,2999,2,All Night Long (All Night),Lost And Found: Disco Volume 1,Lionel Richie,1983
4497,4497,135,326,4,Speed Of Life,Twice The Speed Of Life,Sugarland,2004
4498,4498,135,2831,2,Having A Blast (Album Version),Dookie,Green Day,1994
4499,4499,135,1416,1,Scream,HIStory - PAST_ PRESENT AND FUTURE - Book I,Michael Jackson,2008
4500,4500,135,1650,2,Don't Know What You Got (Till It's Gone),True Rock (3 CD Set),Cinderella,0
4501,4501,135,328,2,Love Story,Het Beste Uit De Top 40 - 2009,Taylor Swift,2008
4502,4502,135,3000,1,Put Some Drive In Your Country (LP Version),Super Hits,Travis Tritt,0
4503,4503,135,1654,3,Nitpickin',Unfinished Business,Danny Gatton,2008
4504,4504,135,3001,1,You Could Be Mine,Live Era '87-'93,Guns N' Roses,1991
4505,4505,135,3002,4,Right Here Waiting (Single Edit),Playlist: Ballads,Richard Marx,2007
4506,4506,135,176,3,Too Shy,The Very Best Of Kajagoogoo And Limahl,Kajagoogoo,1983
4507,4507,135,1659,1,Girls_ Girls_ Girls,Colour Collection,Mötley Crüe,0
4508,4508,135,3003,3,Cats In The Cradle,Rock,Ugly Kid Joe,1992
4509,4509,135,3004,1,Nightrain,Lies / Appetite For Destruction,Guns N' Roses,1987
4510,4510,135,898,2,The Climb,Hannah Montana The Movie,Miley Cyrus,2009
4511,4511,135,1304,2,Dust N' Bones,Live Era '87-'93,Guns N' Roses,1991
4512,4512,135,899,2,Paper Planes,Decent Work For Decent Pay,M.I.A.,0
4513,4513,135,3005,2,Civil War,Use Your Illusion II,Guns N' Roses,1991
4514,4514,135,1660,1,I Believe In A Thing Called Love,The Platinum Collection,The Darkness,2002
4515,4515,135,1183,1,Our Song,Taylor Swift,Taylor Swift,2006
4516,4516,135,903,1,Party In The U.S.A.,Party In The U.S.A.,Miley Cyrus,2009
4517,4517,135,1747,3,This Afternoon (Album Version),Dark Horse,Nickelback,2008
4518,4518,135,111,1,Use Somebody,Use Somebody,Kings Of Leon,2008
4519,4519,135,3006,3,Runnin Down A Dream,Tom Petty And The Heartbreakers Live Anthology,Tom Petty And The Heartbreakers,0
4520,4520,135,1467,2,It's My Life,Crush,Bon Jovi,2000
4521,4521,135,3007,3,Longview (Vocals and Guitar Removed),Can You Rock? Sing & Play the Songs of Green Day,Green Day Can You Rock Instructional,0
4522,4522,135,3008,2,Valerie,Ultimate 80s Workout 114BPM - 135BPM - 97BPM FOR JOGGING_ GYM CYCLE_ AEROBICS_ ELLIPTICAL MACHINES_ GYM WORKOUT & GENERAL FITNESS,Steve Winwood,1982
4523,4523,135,913,3,Bitter Sweet Symphony,Bitter Sweet Symphony,The Verve,1997
4524,4524,135,1124,1,Hero,Greatest Hits,Enrique Iglesias,2001
4525,4525,135,3009,2,Mr. Brownstone,Live Era '87-'93,Guns N' Roses,1987
4526,4526,135,1677,3,Burden In My Hand,Down On The Upside,Soundgarden,1996
4527,4527,135,2003,2,You Can't Hurry Love,Hello_ I Must Be Going,Phil Collins,1982
4528,4528,135,3010,3,Mama Said Knock You Out,All World,LL Cool J,1990
4529,4529,135,3011,1,Nice Boys,Lies / Appetite For Destruction,Guns N' Roses,1986
4530,4530,135,3012,1,From Out Of Nowhere,The Real Thing,Faith No More,1989
4531,4531,135,3013,3,Under Pressure,Queen On Fire - Live At The Bowl,Queen,1986
4532,4532,136,3014,2,Jolene [Live],Under Great White Northern Lights,The White Stripes,2010
4533,4533,136,3015,2,En El Cielo No Hay Cerveza (In Heaven There Is No Beer),Squeeze Box King,Flaco Jimenez,0
4534,4534,136,3016,20,I Melt With You,In Concert,Modern English,1982
4535,4535,136,3017,1,In Our Blood,Words Are Dead,Horse Feathers,2006
4536,4536,136,3018,10,River Of Deceit,Above,Mad Season,1995
4537,4537,136,2816,2,Don't Come Around Here No More,Southern Accents,Tom Petty And The Heartbreakers,1985
4538,4538,136,3019,4,Red Red Wine (Edit),Original Hits - Party,UB40,2008
4539,4539,136,2880,7,All These Things That I've Done,Hot Fuss,The Killers,2004
4540,4540,136,1211,2,Long Black Veil,Listener Supported,DAVE MATTHEWS BAND,1999
4541,4541,136,3020,1,Eyes Full of Rose,Words Are Dead,Horse Feathers,2006
4542,4542,136,993,1,'Round Midnight,Discover Miles Davis,Miles Davis,0
4543,4543,136,1679,8,Change,Blind Melon,Blind Melon,1992
4544,4544,137,3021,8,She Follows Her Own Rules (2007 Digital Remaster),Love Chronicles,Al Stewart,0
4545,4545,137,3022,44,The Memory Remains,Reload,Metallica / Marianne Faithfull,1997
4546,4546,137,3023,4,Mas Vale Cholo,Donde Jurgaran Las Niñas?,Molotov,0
4547,4547,137,3024,1,The Unforgiven II,Reload,Metallica,1997
4548,4548,137,3025,2,Evil,Antics,Interpol,0
4549,4549,137,3026,1,Kill Me,Kill Me,Make the Girl Dance,0
4550,4550,138,77,1,Ghosts 'n' Stuff (Original Instrumental Mix),Ghosts 'n' Stuff,Deadmau5,2009
4551,4551,138,2140,1,Pretty Girls Make Graves,The Smiths,The Smiths,1984
4552,4552,138,3027,1,Numb,Zooropa,U2,1993
4553,4553,138,536,1,sun drums and soil,Everything Ecstatic,Four Tet,2005
4554,4554,138,542,1,Great Release,LCD Soundsystem,LCD Soundsystem,2005
4555,4555,138,599,1,Let There Be Lite (Album Version),A Cross The Universe,Justice,0
4556,4556,138,3028,1,Can't Get Away (2006 Remastered LP Version),A Collection,Third Eye Blind,2006
4557,4557,138,56,1,The Way Things Go,Identification Parade,Octopus Project,2002
4558,4558,138,3029,1,Love Like Honey (amended album version),Late Night Special,Pretty Ricky,2007
4559,4559,139,810,3,Back Against The Wall,Cage The Elephant,Cage The Elephant,2008
4560,4560,139,3030,1,Oh Very Young,Remember Cat Stevens - The Ultimate Collection,Cat Stevens,1974
4561,4561,139,1919,1,Sincerité Et Jalousie,Simple Et Funky,Alliance Ethnik,0
4562,4562,139,3031,1,My Mom,Relapse: Refill,Eminem,2009
4563,4563,139,3032,1,Crack A Bottle,Relapse [Deluxe],Eminem / Dr. Dre / 50 Cent,0
4564,4564,139,1083,1,Mockingbird,R&B 2006,Eminem,2004
4565,4565,139,3033,1,Taking My Ball,Relapse: Refill,Eminem,2009
4566,4566,139,2261,1,Fuck You,2001,Dr. Dre / Devin a/k/a The Dude / Snoop Dogg,1999
4567,4567,139,2477,2,Blue Orchid,Blue Orchid,The White Stripes,2005
4568,4568,139,3034,1,King Without A Crown,Youth,Matisyahu,2004
4569,4569,139,3035,1,Close My Eyes,Live at Stubb's,Matisyahu,2004
4570,4570,139,3036,1,Master Of Puppets,Master Of Puppets,Metallica,1986
4571,4571,139,3037,25,Victoria (LP Version),Hit By A Train: The Best Of Old 97's,Old 97's,2006
4572,4572,139,3005,1,Civil War,Use Your Illusion II,Guns N' Roses,1991
4573,4573,139,108,1,Drop The World,Drop The World,Lil Wayne / Eminem,0
4574,4574,139,3038,1,Jump Around (LP Version),Urban Hits,House Of Pain,0
4575,4575,139,3039,1,Same Song & Dance,Relapse,Eminem,2009
4576,4576,139,3040,1,Can't You See,Stop Loss,The Marshall Tucker Band,1973
4577,4577,140,3041,3,Where Do The Children Play?,Remember Cat Stevens - The Ultimate Collection,Cat Stevens,1970
4578,4578,140,1581,1,Attention,Consolers Of The Lonely,The Raconteurs,2008
4579,4579,140,1510,1,Something In The Way,Nevermind,Nirvana,0
4580,4580,140,3042,1,Il tempio interiore,Momenti per l'armonia_ musica sonno meditazione,Gino Fioravanti_ Gianluigi Toso,0
4581,4581,140,3043,1,Another Saturday Night,Remember Cat Stevens - The Ultimate Collection (Ecopac),Cat Stevens,1974
4582,4582,140,3044,1,Goodbye My Lover,Mum Of The Year,James Blunt,2004
4583,4583,140,3045,1,Got Money,Tha Carter III,Lil Wayne / T-Pain,0
4584,4584,140,116,1,Strawberry Swing,Viva La Vida - Prospekt's March Edition,Coldplay,2008
4585,4585,140,411,1,God Put A Smile Upon Your Face,A Rush Of Blood To The Head,Coldplay,2002
4586,4586,140,3046,1,Sunshine (Feat. Anthony Hamilton) (Edited Album Version),Kamikaze,Twista,2004
4587,4587,140,3047,1,Ball And Chain,Hit Collection - Edition,Janis Joplin,1972
4588,4588,140,3048,1,Weak,Smashes and Trashes - The Greatest Hits,Skunk Anansie,1995
4589,4589,140,3049,1,Sitting,On The Road To Find Out (Repackaged),Cat Stevens,1972
4590,4590,140,3050,1,Monday Morning (LP Version),Fleetwood Mac,Fleetwood Mac,1975
4591,4591,140,118,1,The Scientist,The Scientist,Coldplay,2002
4592,4592,140,3051,2,Old Enough (Featuring Ricky Skaggs and Ashley Monroe),Old Enough,The Raconteurs,2008
4593,4593,140,3052,1,Don't Be Shy,Remember Cat Stevens - The Ultimate Collection (Ecopac),Cat Stevens,1984
4594,4594,140,3053,1,Lady D'Arbanville,Remember Cat Stevens - The Ultimate Collection,Cat Stevens,1970
4595,4595,140,3054,15,I Am Your Friend (2006 Digital Remaster),There Must Be...Hits!,Poverty Stinks,0
4596,4596,140,1207,5,Fortunate Son,More Creedence Gold,Creedence Clearwater Revival,1969
4597,4597,140,3055,1,I Wanna Be Sedated (Remastered Album Version ),Loud_ Fast_ Ramones:  Their Toughest Hits,Ramones,0
4598,4598,140,3056,2,Hard Headed Woman,The Very Best Of Cat Stevens,Cat Stevens,1970
4599,4599,140,3057,1,Morning Has Broken,On The Road To Find Out (Repackaged),Cat Stevens,1971
4600,4600,140,3058,1,Freedom,Power In Numbers,Jurassic 5,2002
4601,4601,140,3059,1,Hedonism - Just Because You Feel Good,Hedonism - Just Because You Feel Good,Skunk Anansie,0
4602,4602,140,1462,1,Go Your Own Way (LP Version),Greatest Hits,Fleetwood Mac,1971
4603,4603,140,3060,1,Peaches & Cream (full-length/album version),Sunrise Over Sea,John Butler Trio,2004
4604,4604,140,3061,12,The Lost Get Found,The Lost Get Found (Premiere Performance Plus Track),Britt Nicole,2009
4605,4605,140,3062,2,You Dont Understand Me,Consolers Of The Lonely,The Raconteurs,2008
4606,4606,140,3063,5,Electricity,Moby,Moby,1992
4607,4607,140,3064,1,Wild World,Tea For The Tillerman,Cat Stevens,1970
4608,4608,140,576,2,Cemeteries Of London,Viva La Vida Or Death And All His Friends,Coldplay,2008
4609,4609,140,3065,16,Back It Up,Music For Cocktails - Fashion Show,Caro Emerald,2009
4610,4610,140,3066,1,Me_ My Yoke And I,9,Damien Rice,2006
4611,4611,140,3067,2,Broken Boy Soldier,Broken Boy Soldier,The Raconteurs,2006
4612,4612,140,3068,2,Stockholm Syndrome,Absolution,Muse,0
4613,4613,140,602,2,Amsterdam,A Rush Of Blood To The Head,Coldplay,2002
4614,4614,140,1896,1,Glad All Over,B-Sides & Rarities,Terrorvision,2005
4615,4615,140,3069,1,Butterflies and Hurricanes,Absolution,Muse,0
4616,4616,140,3070,5,Many Shades Of Black,Consolers Of The Lonely,The Raconteurs,2008
4617,4617,140,2135,1,Why Does My Heart Feel So Bad? (2006 Digital Remaster),Go - The Very Best Of Moby,Moby,0
4618,4618,140,3071,1,A Beautiful Mine,Magnificent City Instrumentals,RJD2,2006
4619,4619,140,3072,1,Betterman (full-length/album version),Sunrise Over Sea,John Butler Trio,2004
4620,4620,140,3073,1,Old Man (Album Version),Greatest Hits,Neil Young,2004
4621,4621,141,1242,1,Soldier On,Conditions,The Temper Trap,2009
4622,4622,141,1246,1,Resurrection,Conditions,The Temper Trap,2009
4623,4623,141,854,1,Trouble (Album Version),Trouble,Ray LaMontagne,2004
4624,4624,141,1251,2,Fools,Conditions,The Temper Trap,2009
4625,4625,141,747,2,Up From Below,Up From Below,Edward Sharpe & The Magnetic Zeros,2009
4626,4626,141,1839,1,Blindsided,For Emma_ Forever Ago,Bon Iver,2007
4627,4627,141,3074,8,Adrenalin,Antikörper,Eisbrecher,2006
4628,4628,141,3075,3,Speak,Good Times_ Bad Times - Ten Years of Godsmack,Godsmack,2006
4629,4629,141,2418,3,Homeward Bound,The Best Of Simon & Garfunkel,Simon & Garfunkel,1966
4630,4630,141,3076,1,Creature Fear,For Emma_ Forever Ago,Bon Iver,2007
4631,4631,141,3077,1,For Emma,For Emma_ Forever Ago,Bon Iver,2007
4632,4632,141,878,1,Hold You In My Arms,Trouble,Ray LaMontagne,2004
4633,4633,141,3078,1,Undantag,Samling,Bo Kaspers Orkester,1998
4634,4634,141,824,1,Skinny Love,For Emma_ Forever Ago,Bon Iver,2007
4635,4635,141,795,2,Home,Up From Below,Edward Sharpe & The Magnetic Zeros,2009
4636,4636,141,2294,8,Rain,Live In A Dive,Subhumans,1983
4637,4637,141,3079,2,Janglin,Up From Below,Edward Sharpe & The Magnetic Zeros,2009
4638,4638,141,2428,7,A Beggar On A Beach Of Gold,Beggar On A Beach Of Gold,Mike And The Mechanics,1995
4639,4639,142,3080,1,Get Me Bodied,Irreemplazable,Beyoncé,2006
4640,4640,142,2421,1,CIEÑ,Twarze,Milczenie Owiec,2005
4641,4641,142,3081,1,Gia,Greatest Hits 2001-2009: Deluxe Edition,Despina Vandi,0
4642,4642,143,2712,1,Halo,Doll Domination 3.0,The Pussycat Dolls,2008
4643,4643,143,194,1,Full Circle,Breakout,Miley Cyrus,2008
4644,4644,143,3082,1,I'm Still Breathing,One Of The Boys (iTunes Exclusive),Katy Perry,2008
4645,4645,143,2565,2,Put Your Head On My Shoulder (Album Version),Michael Bublé,Michael Bublé,2003
4646,4646,143,1952,3,Paradise Circus,Heligoland,Massive Attack,2010
4647,4647,143,2367,18,Diary,The Diary Of Alicia Keys,Alicia Keys featuring Tony! Toni! Toné! and Jermaine Paul,2005
4648,4648,143,2714,1,Littlest Things,Alright_ Still,Lily Allen,2006
4649,4649,143,2716,1,Charmer,Charmer,Kings Of Leon,2007
4650,4650,143,3083,1,Night Drive (Acoustic),Punk Goes Acoustic 2,All American Rejects,2005
4651,4651,143,2566,1,Crazy Little Thing Called Love (Album Version),Michael Bublé,Michael Bublé,2003
4652,4652,143,3,1,Stronger,Graduation,Kanye West,2007
4653,4653,143,2718,6,Like The Sea,The Element Of Freedom,Alicia Keys,2009
4654,4654,143,3084,3,Distance And Time,The Element Of Freedom,Alicia Keys,2009
4655,4655,143,3085,1,Vuelvo Al Sur,La Revancha Del Tango,Gotan Project,2000
4656,4656,143,1279,2,Let's Get It Started,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,Black Eyed Peas,2004
4657,4657,143,2720,1,Magic,Doll Domination 3.0,The Pussycat Dolls,2008
4658,4658,143,3086,1,Because You Loved Me,A new day - Live in Las Vegas,Céline Dion,1996
4659,4659,143,2721,1,Kept It Too Real (Amended Album Version),The Real Testament,Plies,2007
4660,4660,143,3087,4,Sombra De Ti,Donde Estan Los Ladrones,Shakira,1998
4661,4661,143,735,2,Paradise Circus (Gui Boratto Remix),Heligoland,Massive Attack,2010
4662,4662,143,2569,2,Moondance (Album Version),Michael Bublé,Michael Bublé,2003
